26-Jun-2014 19:26:50
D:\Secondlife-32\Matlab\BeadSynthesizerV3.0\Scripts\SynthesisLog_20140626-01.txt
BEAD PRODUCTION LOG
Chip serial code: BS3.0A-PMF-06.12.14-ch01
Sm = [0.00  0.06  0.14  0.24  0.37  0.55  0.78]
Dy = [0.00  0.05  0.11  0.20  0.32  0.49  0.71]
Tm = [0.00  0.06  0.15  0.28  0.47  0.76]
Mixer cleaning time = 6.00 sec
Mixing time = 1.00 min 45.00 sec
Drop stabilization time = 25.00 sec
UV polymerization time = 2.00 min 30.00 sec
Polymerization channel = Polymerization
Resistances Mixer 1 = [Sm, Dy, Tm, Eu, mix] [14.89  15.12  16.00  14.00   0.29]
Resistances Mix2r 2 = [Sm, Dy, Tm, Eu, mix] [14.97  14.74  15.90  14.00   0.29]
Flush/clean water: ch = 1, press = 6.00 psi
Oil: ch = 3, press = 9.50 psi
Push Water: ch = 2, press = 6.00 psi
Lanthanide MFCS Channels: [Sm, Dy, Tm, Eu]  [6,  7,  4,  5,]
Lanthanide Valves: [Sm, Dy, Tm, Eu]  [C2,  C3,  C4,  C1]
Mixer 1
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_Eu	P_Sm	P_Dy	P_Tm	P_Eu
2	0.00	0.00	0.06	0.94	0.29	 0.29	 1.26	13.43
3	0.00	0.00	0.15	0.85	0.29	 0.29	 2.68	12.18
4	0.00	0.00	0.28	0.72	0.29	 0.29	 4.76	10.34
5	0.00	0.00	0.47	0.53	0.29	0.29	7.82	7.65
6	0.00	0.00	0.76	0.24	0.29	 0.29	12.30	 3.70
7	0.00	0.05	0.00	0.95	0.29	 0.99	 0.29	13.61
8	0.00	0.05	0.06	0.89	0.29	 0.99	 1.26	12.76
9	0.00	0.05	0.15	0.80	0.29	 0.99	 2.68	11.51
10	0.00	0.05	0.28	0.67	0.29	0.99	4.76	9.67
11	0.00	0.05	0.47	0.48	0.29	0.99	7.82	6.98
12	0.00	0.05	0.76	0.20	0.29	 0.99	12.30	 3.03
13	0.00	0.11	0.00	0.89	0.29	 1.96	 0.29	12.70
14	0.00	0.11	0.06	0.83	0.29	 1.96	 1.26	11.85
15	0.00	0.11	0.15	0.74	0.29	 1.96	 2.68	10.59
16	0.00	0.11	0.28	0.61	0.29	1.96	4.76	8.76
17	0.00	0.11	0.47	0.41	0.29	1.96	7.82	6.07
18	0.00	0.11	0.76	0.13	0.29	 1.96	12.30	 2.12
19	0.00	0.20	0.00	0.80	0.29	 3.26	 0.29	11.46
20	0.00	0.20	0.06	0.74	0.29	 3.26	 1.26	10.60
21	0.00	0.20	0.15	0.65	0.29	3.26	2.68	9.35
22	0.00	0.20	0.28	0.52	0.29	3.26	4.76	7.52
23	0.00	0.20	0.47	0.32	0.29	3.26	7.82	4.82
24	0.00	0.20	0.76	0.04	0.29	 3.26	12.30	 0.88
25	0.00	0.32	0.00	0.68	0.29	5.04	0.29	9.77
26	0.00	0.32	0.06	0.62	0.29	5.04	1.26	8.92
27	0.00	0.32	0.15	0.53	0.29	5.04	2.68	7.66
28	0.00	0.32	0.28	0.40	0.29	5.04	4.76	5.83
29	0.00	0.32	0.47	0.20	0.29	5.04	7.82	3.14
30	0.00	0.49	0.00	0.51	0.29	7.46	0.29	7.47
31	0.00	0.49	0.06	0.45	0.29	7.46	1.26	6.62
32	0.00	0.49	0.15	0.36	0.29	7.46	2.68	5.37
33	0.00	0.49	0.28	0.23	0.29	7.46	4.76	3.53
34	0.00	0.49	0.47	0.04	0.29	7.46	7.82	0.84
35	0.00	0.71	0.00	0.29	0.29	10.74	 0.29	 4.35
36	0.00	0.71	0.06	0.23	0.29	10.74	 1.26	 3.50
37	0.00	0.71	0.15	0.14	0.29	10.74	 2.68	 2.25
38	0.00	0.71	0.28	0.01	0.29	10.74	 4.76	 0.41
39	0.06	0.00	0.00	0.94	1.17	 0.29	 0.29	13.46
40	0.06	0.00	0.06	0.88	1.17	 0.29	 1.26	12.61
41	0.06	0.00	0.15	0.79	1.17	 0.29	 2.68	11.36
42	0.06	0.00	0.28	0.66	1.17	0.29	4.76	9.52
43	0.06	0.00	0.47	0.47	1.17	0.29	7.82	6.83
44	0.06	0.00	0.76	0.19	1.17	 0.29	12.30	 2.88
45	0.06	0.05	0.00	0.89	1.17	 0.99	 0.29	12.79
46	0.06	0.05	0.06	0.83	1.17	 0.99	 1.26	11.94
47	0.06	0.05	0.15	0.74	1.17	 0.99	 2.68	10.68
48	0.06	0.05	0.28	0.61	1.17	0.99	4.76	8.85
49	0.06	0.05	0.47	0.42	1.17	0.99	7.82	6.16
50	0.06	0.05	0.76	0.14	1.17	 0.99	12.30	 2.21
51	0.06	0.11	0.00	0.83	1.17	 1.96	 0.29	11.87
52	0.06	0.11	0.06	0.77	1.17	 1.96	 1.26	11.02
53	0.06	0.11	0.15	0.68	1.17	1.96	2.68	9.77
54	0.06	0.11	0.28	0.55	1.17	1.96	4.76	7.93
55	0.06	0.11	0.47	0.35	1.17	1.96	7.82	5.24
56	0.06	0.11	0.76	0.07	1.17	 1.96	12.30	 1.29
57	0.06	0.20	0.00	0.74	1.17	 3.26	 0.29	10.63
58	0.06	0.20	0.06	0.68	1.17	3.26	1.26	9.78
59	0.06	0.20	0.15	0.59	1.17	3.26	2.68	8.53
60	0.06	0.20	0.28	0.46	1.17	3.26	4.76	6.69
61	0.06	0.20	0.47	0.27	1.17	3.26	7.82	4.00
62	0.06	0.32	0.00	0.62	1.17	5.04	0.29	8.94
63	0.06	0.32	0.06	0.56	1.17	5.04	1.26	8.09
64	0.06	0.32	0.15	0.47	1.17	5.04	2.68	6.84
65	0.06	0.32	0.28	0.34	1.17	5.04	4.76	5.00
66	0.06	0.32	0.47	0.14	1.17	5.04	7.82	2.31
67	0.06	0.49	0.00	0.45	1.17	7.46	0.29	6.65
68	0.06	0.49	0.06	0.39	1.17	7.46	1.26	5.80
69	0.06	0.49	0.15	0.30	1.17	7.46	2.68	4.54
70	0.06	0.49	0.28	0.17	1.17	7.46	4.76	2.71
71	0.06	0.71	0.00	0.23	1.17	10.74	 0.29	 3.53
72	0.06	0.71	0.06	0.17	1.17	10.74	 1.26	 2.68
73	0.06	0.71	0.15	0.08	1.17	10.74	 2.68	 1.42
74	0.14	0.00	0.00	0.86	2.33	 0.29	 0.29	12.38
75	0.14	0.00	0.06	0.80	2.33	 0.29	 1.26	11.52
76	0.14	0.00	0.15	0.71	2.33	 0.29	 2.68	10.27
77	0.14	0.00	0.28	0.58	2.33	0.29	4.76	8.44
78	0.14	0.00	0.47	0.39	2.33	0.29	7.82	5.74
79	0.14	0.00	0.76	0.11	2.33	 0.29	12.30	 1.79
80	0.14	0.05	0.00	0.82	2.33	 0.99	 0.29	11.71
81	0.14	0.05	0.06	0.75	2.33	 0.99	 1.26	10.85
82	0.14	0.05	0.15	0.67	2.33	0.99	2.68	9.60
83	0.14	0.05	0.28	0.53	2.33	0.99	4.76	7.76
84	0.14	0.05	0.47	0.34	2.33	0.99	7.82	5.07
85	0.14	0.05	0.76	0.06	2.33	 0.99	12.30	 1.12
86	0.14	0.11	0.00	0.75	2.33	 1.96	 0.29	10.79
87	0.14	0.11	0.06	0.69	2.33	1.96	1.26	9.94
88	0.14	0.11	0.15	0.60	2.33	1.96	2.68	8.69
89	0.14	0.11	0.28	0.47	2.33	1.96	4.76	6.85
90	0.14	0.11	0.47	0.28	2.33	1.96	7.82	4.16
91	0.14	0.20	0.00	0.66	2.33	3.26	0.29	9.55
92	0.14	0.20	0.06	0.60	2.33	3.26	1.26	8.70
93	0.14	0.20	0.15	0.51	2.33	3.26	2.68	7.44
94	0.14	0.20	0.28	0.38	2.33	3.26	4.76	5.61
95	0.14	0.20	0.47	0.19	2.33	3.26	7.82	2.92
96	0.14	0.32	0.00	0.54	2.33	5.04	0.29	7.86
97	0.14	0.32	0.06	0.48	2.33	5.04	1.26	7.01
98	0.14	0.32	0.15	0.39	2.33	5.04	2.68	5.76
99	0.14	0.32	0.28	0.26	2.33	5.04	4.76	3.92
100	0.14	0.32	0.47	0.07	2.33	5.04	7.82	1.23
101	0.14	0.49	0.00	0.38	2.33	7.46	0.29	5.57
102	0.14	0.49	0.06	0.32	2.33	7.46	1.26	4.71
103	0.14	0.49	0.15	0.23	2.33	7.46	2.68	3.46
104	0.14	0.49	0.28	0.10	2.33	7.46	4.76	1.63
105	0.14	0.71	0.00	0.15	2.33	10.74	 0.29	 2.45
106	0.14	0.71	0.06	0.09	2.33	10.74	 1.26	 1.59
107	0.14	0.71	0.15	0.00	2.33	10.74	 2.68	 0.34
108	0.24	0.00	0.00	0.76	3.85	 0.29	 0.29	10.96
109	0.24	0.00	0.06	0.70	3.85	 0.29	 1.26	10.10
110	0.24	0.00	0.15	0.61	3.85	0.29	2.68	8.85
111	0.24	0.00	0.28	0.48	3.85	0.29	4.76	7.01
112	0.24	0.00	0.47	0.29	3.85	0.29	7.82	4.32
113	0.24	0.00	0.76	0.01	3.85	 0.29	12.30	 0.37
114	0.24	0.05	0.00	0.71	3.85	 0.99	 0.29	10.28
115	0.24	0.05	0.06	0.65	3.85	0.99	1.26	9.43
116	0.24	0.05	0.15	0.56	3.85	0.99	2.68	8.18
117	0.24	0.05	0.28	0.43	3.85	0.99	4.76	6.34
118	0.24	0.05	0.47	0.24	3.85	0.99	7.82	3.65
119	0.24	0.11	0.00	0.65	3.85	1.96	0.29	9.37
120	0.24	0.11	0.06	0.59	3.85	1.96	1.26	8.51
121	0.24	0.11	0.15	0.50	3.85	1.96	2.68	7.26
122	0.24	0.11	0.28	0.37	3.85	1.96	4.76	5.43
123	0.24	0.11	0.47	0.18	3.85	1.96	7.82	2.74
124	0.24	0.20	0.00	0.56	3.85	3.26	0.29	8.13
125	0.24	0.20	0.06	0.50	3.85	3.26	1.26	7.27
126	0.24	0.20	0.15	0.41	3.85	3.26	2.68	6.02
127	0.24	0.20	0.28	0.28	3.85	3.26	4.76	4.19
128	0.24	0.20	0.47	0.09	3.85	3.26	7.82	1.49
129	0.24	0.32	0.00	0.44	3.85	5.04	0.29	6.44
130	0.24	0.32	0.06	0.38	3.85	5.04	1.26	5.58
131	0.24	0.32	0.15	0.29	3.85	5.04	2.68	4.33
132	0.24	0.32	0.28	0.16	3.85	5.04	4.76	2.50
133	0.24	0.49	0.00	0.28	3.85	7.46	0.29	4.14
134	0.24	0.49	0.06	0.21	3.85	7.46	1.26	3.29
135	0.24	0.49	0.15	0.13	3.85	7.46	2.68	2.04
136	0.24	0.71	0.00	0.05	3.85	10.74	 0.29	 1.02
137	0.37	0.00	0.00	0.63	5.84	0.29	0.29	9.09
138	0.37	0.00	0.06	0.57	5.84	0.29	1.26	8.23
139	0.37	0.00	0.15	0.48	5.84	0.29	2.68	6.98
140	0.37	0.00	0.28	0.35	5.84	0.29	4.76	5.15
141	0.37	0.00	0.47	0.15	5.84	0.29	7.82	2.45
