03-Jul-2014 10:57:53
D:\Secondlife-32\Matlab\BeadSynthesizerV3.0\Scripts\SynthesisLog_20140703-01.txt
BEAD PRODUCTION LOG
Chip serial code: BS3.0A-PMF-06.12.14-ch03
Sm = [0.00  0.04  0.09  0.15  0.22  0.31  0.41  0.54  0.70  0.89]
Dy = [0.00  0.03  0.07  0.12  0.19  0.26  0.36  0.48  0.63  0.82]
Tm = [0.30]
Mixer cleaning time = 6.00 sec
Mixing time = 1.00 min 45.00 sec
Drop stabilization time = 25.00 sec
UV polymerization time = 2.00 min 30.00 sec
Polymerization channel = Polymerization
Resistances Mixer 1 = [Sm, Dy, Tm, Eu, mix] [14.39  14.48  16.94  14.00   0.23]
Resistances Mix2r 2 = [Sm, Dy, Tm, Eu, mix] [14.97  14.74  15.90  14.00   0.29]
Flush/clean water: ch = 1, press = 6.00 psi
Oil: ch = 3, press = 9.00 psi
Push Water: ch = 2, press = 6.20 psi
Lanthanide MFCS Channels: [Sm, Dy, Tm, Eu]  [6,  7,  4,  5,]
Lanthanide Valves: [Sm, Dy, Tm, Eu]  [C2,  C3,  C4,  C6]
Mixer 1
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_Eu	P_Sm	P_Dy	P_Tm	P_Eu
52	0.41	0.12	0.30	0.16	6.49	2.11	5.06	2.55
53	0.41	0.19	0.30	0.10	6.49	3.04	5.06	1.67
54	0.41	0.26	0.30	0.02	6.49	4.19	5.06	0.58
55	0.54	0.00	0.30	0.16	8.42	0.29	5.06	2.47
56	0.54	0.03	0.30	0.12	8.42	0.77	5.06	2.02
57	0.54	0.07	0.30	0.08	8.42	1.36	5.06	1.45
58	0.54	0.12	0.30	0.03	8.42	2.11	5.06	0.74
% Making Code # 1 = [0.00  0.00  0.30  0.70]
% Making Code # 2 = [0.00  0.03  0.30  0.67]
% Making Code # 3 = [0.00  0.07  0.30  0.63]
% Making Code # 4 = [0.00  0.12  0.30  0.58]
% Making Code # 5 = [0.00  0.19  0.30  0.51]
% Making Code # 6 = [0.00  0.26  0.30  0.44]
% Making Code # 7 = [0.00  0.36  0.30  0.34]
% Making Code # 8 = [0.00  0.48  0.30  0.22]
% Making Code # 9 = [0.00  0.63  0.30  0.07]
% Making Code # 10 = [0.04  0.00  0.30  0.66]
% Making Code # 11 = [0.04  0.03  0.30  0.63]
% Making Code # 12 = [0.04  0.07  0.30  0.59]
% Making Code # 13 = [0.04  0.12  0.30  0.54]
% Making Code # 14 = [0.04  0.19  0.30  0.47]
% Making Code # 15 = [0.04  0.26  0.30  0.40]
% Making Code # 16 = [0.04  0.36  0.30  0.30]
% Making Code # 17 = [0.04  0.48  0.30  0.18]
% Making Code # 18 = [0.04  0.63  0.30  0.03]
% Making Code # 19 = [0.09  0.00  0.30  0.61]
% Making Code # 20 = [0.09  0.03  0.30  0.58]
% Making Code # 21 = [0.09  0.07  0.30  0.54]
% Making Code # 22 = [0.09  0.12  0.30  0.49]
% Making Code # 23 = [0.09  0.19  0.30  0.42]
% Making Code # 24 = [0.09  0.26  0.30  0.35]
% Making Code # 25 = [0.09  0.36  0.30  0.25]
% Making Code # 26 = [0.09  0.48  0.30  0.13]
% Making Code # 27 = [0.15  0.00  0.30  0.55]
% Making Code # 28 = [0.15  0.03  0.30  0.52]
% Making Code # 29 = [0.15  0.07  0.30  0.48]
% Making Code # 30 = [0.15  0.12  0.30  0.43]
% Making Code # 31 = [0.15  0.19  0.30  0.36]
% Making Code # 32 = [0.15  0.26  0.30  0.29]
% Making Code # 33 = [0.15  0.36  0.30  0.19]
% Making Code # 34 = [0.15  0.48  0.30  0.07]
% Making Code # 35 = [0.22  0.00  0.30  0.48]
% Making Code # 36 = [0.22  0.03  0.30  0.45]
% Making Code # 37 = [0.22  0.07  0.30  0.41]
% Making Code # 38 = [0.22  0.12  0.30  0.36]
% Making Code # 39 = [0.22  0.19  0.30  0.29]
% Making Code # 40 = [0.22  0.26  0.30  0.21]
% Making Code # 41 = [0.22  0.36  0.30  0.12]
% Making Code # 42 = [0.31  0.00  0.30  0.39]
% Making Code # 43 = [0.31  0.03  0.30  0.36]
% Making Code # 44 = [0.31  0.07  0.30  0.32]
% Making Code # 45 = [0.31  0.12  0.30  0.27]
% Making Code # 46 = [0.31  0.19  0.30  0.21]
% Making Code # 47 = [0.31  0.26  0.30  0.13]
% Making Code # 48 = [0.31  0.36  0.30  0.03]
% Making Code # 49 = [0.41  0.00  0.30  0.29]
% Making Code # 50 = [0.41  0.03  0.30  0.25]
% Making Code # 51 = [0.41  0.07  0.30  0.21]
% Making Code # 52 = [0.41  0.12  0.30  0.16]
% Making Code # 53 = [0.41  0.19  0.30  0.10]
% Making Code # 54 = [0.41  0.26  0.30  0.02]
% Making Code # 55 = [0.54  0.00  0.30  0.16]
% Making Code # 56 = [0.54  0.03  0.30  0.12]
% Making Code # 57 = [0.54  0.07  0.30  0.08]
% Making Code # 58 = [0.54  0.12  0.30  0.03]
% DONE!
