10-Sep-2014 15:46:23
D:\Secondlife-32\Matlab\BeadSynthesizerV3.0\Scripts\SynthesisLog_20140910-01.txt
BEAD PRODUCTION LOG
Chip serial code: BS3.0-PMF-07.30.14-ch02
Sm = [0.00  0.06  0.14  0.24  0.37  0.55  0.78]
Dy = [0.00  0.05  0.11  0.20  0.32  0.49  0.71]
Tm = [0.00  0.06  0.15  0.28  0.47  0.76]
Mixer cleaning time = 6.00 sec
Mixing time = 1.00 min 45.00 sec
Drop stabilization time = 30.00 sec
UV polymerization time = 2.00 min 30.00 sec
Polymerization channel = Polymerization
Resistances Mixer 1 = [Sm, Dy, Tm, Eu, mix] [14.00  14.35  14.22  14.00   0.74]
Resistances Mix2r 2 = [Sm, Dy, Tm, Eu, mix] [14.97  14.74  15.90  14.00   0.29]
Oil: ch = 3, press = 8.00 psi
Push Water: ch = 2, press = 6.00 psi
Lanthanide MFCS Channels: [Sm, Dy, Tm, Eu]  [6,  7,  4,  5,]
Lanthanide Valves: [Sm, Dy, Tm, Eu]  [C2,  C3,  C4,  C1]
Mixer 1
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_Eu	P_Sm	P_Dy	P_Tm	P_Eu
95	0.14	0.20	0.47	0.19	2.33	3.26	7.82	2.92
96	0.14	0.32	0.00	0.54	2.33	5.04	0.29	7.86
97	0.14	0.32	0.06	0.48	2.33	5.04	1.26	7.01
98	0.14	0.32	0.15	0.39	2.33	5.04	2.68	5.76
99	0.14	0.32	0.28	0.26	2.33	5.04	4.76	3.92
100	0.14	0.32	0.47	0.07	2.33	5.04	7.82	1.23
101	0.14	0.49	0.00	0.38	2.33	7.46	0.29	5.57
102	0.14	0.49	0.06	0.32	2.33	7.46	1.26	4.71
103	0.14	0.49	0.15	0.23	2.33	7.46	2.68	3.46
104	0.14	0.49	0.28	0.10	2.33	7.46	4.76	1.63
105	0.14	0.71	0.00	0.15	2.33	10.74	 0.29	 2.45
106	0.14	0.71	0.06	0.09	2.33	10.74	 1.26	 1.59
107	0.14	0.71	0.15	0.00	2.33	10.74	 2.68	 0.34
108	0.24	0.00	0.00	0.76	3.85	 0.29	 0.29	10.96
109	0.24	0.00	0.06	0.70	3.85	 0.29	 1.26	10.10
110	0.24	0.00	0.15	0.61	3.85	0.29	2.68	8.85
111	0.24	0.00	0.28	0.48	3.85	0.29	4.76	7.01
112	0.24	0.00	0.47	0.29	3.85	0.29	7.82	4.32
113	0.24	0.00	0.76	0.01	3.85	 0.29	12.30	 0.37
114	0.24	0.05	0.00	0.71	3.85	 0.99	 0.29	10.28
115	0.24	0.05	0.06	0.65	3.85	0.99	1.26	9.43
116	0.24	0.05	0.15	0.56	3.85	0.99	2.68	8.18
117	0.24	0.05	0.28	0.43	3.85	0.99	4.76	6.34
118	0.24	0.05	0.47	0.24	3.85	0.99	7.82	3.65
119	0.24	0.11	0.00	0.65	3.85	1.96	0.29	9.37
120	0.24	0.11	0.06	0.59	3.85	1.96	1.26	8.51
121	0.24	0.11	0.15	0.50	3.85	1.96	2.68	7.26
122	0.24	0.11	0.28	0.37	3.85	1.96	4.76	5.43
123	0.24	0.11	0.47	0.18	3.85	1.96	7.82	2.74
124	0.24	0.20	0.00	0.56	3.85	3.26	0.29	8.13
125	0.24	0.20	0.06	0.50	3.85	3.26	1.26	7.27
126	0.24	0.20	0.15	0.41	3.85	3.26	2.68	6.02
127	0.24	0.20	0.28	0.28	3.85	3.26	4.76	4.19
128	0.24	0.20	0.47	0.09	3.85	3.26	7.82	1.49
129	0.24	0.32	0.00	0.44	3.85	5.04	0.29	6.44
130	0.24	0.32	0.06	0.38	3.85	5.04	1.26	5.58
131	0.24	0.32	0.15	0.29	3.85	5.04	2.68	4.33
132	0.24	0.32	0.28	0.16	3.85	5.04	4.76	2.50
133	0.24	0.49	0.00	0.28	3.85	7.46	0.29	4.14
134	0.24	0.49	0.06	0.21	3.85	7.46	1.26	3.29
135	0.24	0.49	0.15	0.13	3.85	7.46	2.68	2.04
136	0.24	0.71	0.00	0.05	3.85	10.74	 0.29	 1.02
137	0.37	0.00	0.00	0.63	5.84	0.29	0.29	9.09
138	0.37	0.00	0.06	0.57	5.84	0.29	1.26	8.23
139	0.37	0.00	0.15	0.48	5.84	0.29	2.68	6.98
140	0.37	0.00	0.28	0.35	5.84	0.29	4.76	5.15
141	0.37	0.00	0.47	0.15	5.84	0.29	7.82	2.45
142	0.37	0.05	0.00	0.58	5.84	0.99	0.29	8.41
143	0.37	0.05	0.06	0.52	5.84	0.99	1.26	7.56
144	0.37	0.05	0.15	0.43	5.84	0.99	2.68	6.31
145	0.37	0.05	0.28	0.30	5.84	0.99	4.76	4.47
146	0.37	0.05	0.47	0.11	5.84	0.99	7.82	1.78
147	0.37	0.11	0.00	0.52	5.84	1.96	0.29	7.50
148	0.37	0.11	0.06	0.45	5.84	1.96	1.26	6.65
149	0.37	0.11	0.15	0.36	5.84	1.96	2.68	5.39
150	0.37	0.11	0.28	0.23	5.84	1.96	4.76	3.56
151	0.37	0.11	0.47	0.04	5.84	1.96	7.82	0.87
152	0.37	0.20	0.00	0.43	5.84	3.26	0.29	6.26
153	0.37	0.20	0.06	0.37	5.84	3.26	1.26	5.40
154	0.37	0.20	0.15	0.28	5.84	3.26	2.68	4.15
155	0.37	0.20	0.28	0.15	5.84	3.26	4.76	2.32
156	0.37	0.32	0.00	0.31	5.84	5.04	0.29	4.57
157	0.37	0.32	0.06	0.25	5.84	5.04	1.26	3.72
158	0.37	0.32	0.15	0.16	5.84	5.04	2.68	2.46
159	0.37	0.32	0.28	0.02	5.84	5.04	4.76	0.63
160	0.37	0.49	0.00	0.14	5.84	7.46	0.29	2.28
161	0.37	0.49	0.06	0.08	5.84	7.46	1.26	1.42
162	0.55	0.00	0.00	0.45	8.47	0.29	0.29	6.63
163	0.55	0.00	0.06	0.39	8.47	0.29	1.26	5.78
164	0.55	0.00	0.15	0.30	8.47	0.29	2.68	4.53
165	0.55	0.00	0.28	0.17	8.47	0.29	4.76	2.69
166	0.55	0.05	0.00	0.41	8.47	0.99	0.29	5.96
167	0.55	0.05	0.06	0.34	8.47	0.99	1.26	5.11
168	0.55	0.05	0.15	0.25	8.47	0.99	2.68	3.85
169	0.55	0.05	0.28	0.12	8.47	0.99	4.76	2.02
170	0.55	0.11	0.00	0.34	8.47	1.96	0.29	5.05
171	0.55	0.11	0.06	0.28	8.47	1.96	1.26	4.19
172	0.55	0.11	0.15	0.19	8.47	1.96	2.68	2.94
173	0.55	0.11	0.28	0.06	8.47	1.96	4.76	1.10
174	0.55	0.20	0.00	0.25	8.47	3.26	0.29	3.80
175	0.55	0.20	0.06	0.19	8.47	3.26	1.26	2.95
176	0.55	0.20	0.15	0.10	8.47	3.26	2.68	1.70
177	0.55	0.32	0.00	0.13	8.47	5.04	0.29	2.12
178	0.55	0.32	0.06	0.07	8.47	5.04	1.26	1.26
179	0.78	0.00	0.00	0.22	11.91	 0.29	 0.29	 3.41
180	0.78	0.00	0.06	0.16	11.91	 0.29	 1.26	 2.55
181	0.78	0.00	0.15	0.07	11.91	 0.29	 2.68	 1.30
182	0.78	0.05	0.00	0.17	11.91	 0.99	 0.29	 2.74
183	0.78	0.05	0.06	0.11	11.91	 0.99	 1.26	 1.88
184	0.78	0.05	0.15	0.02	11.91	 0.99	 2.68	 0.63
185	0.78	0.11	0.00	0.11	11.91	 1.96	 0.29	 1.82
186	0.78	0.11	0.06	0.05	11.91	 1.96	 1.26	 0.97
187	0.78	0.20	0.00	0.02	11.91	 3.26	 0.29	 0.58
10-Sep-2014 15:46:27 Setting valves: 8 to 1
10-Sep-2014 15:46:27 Setting valves: 9 to 1
10-Sep-2014 15:46:27 Setting valves: 10 to 1
10-Sep-2014 15:46:27 Setting valves: 11 to 1
10-Sep-2014 15:46:27 Setting valves: 12 to 1
10-Sep-2014 15:46:27 Setting valves: 13 to 1
10-Sep-2014 15:46:27 Setting valves: 15 to 1
10-Sep-2014 15:46:27 Setting valves: 16 to 1
10-Sep-2014 15:46:27 Setting valves: 17 to 1
10-Sep-2014 15:46:27 Setting valves: 18 to 1
10-Sep-2014 15:46:27 Setting valves: 19 to 1
10-Sep-2014 15:46:27 Setting valves: 20 to 1
10-Sep-2014 15:46:27 Setting valves: 22 to 1
10-Sep-2014 15:46:27 Setting valves: 23 to 1
10-Sep-2014 15:46:27 Setting valves: 24 to 1
10-Sep-2014 15:46:27 Setting valves: 25 to 1
10-Sep-2014 15:46:27 Setting valves: 26 to 1
10-Sep-2014 15:46:27 Setting valves: 27 to 1
10-Sep-2014 15:46:27 Setting valves: 28 to 1
10-Sep-2014 15:46:27 Setting valves: 29 to 1
10-Sep-2014 15:46:27 Setting valves: 30 to 1
10-Sep-2014 15:46:27 Setting valves: 31 to 1
10-Sep-2014 15:46:27 Setting valves: 32 to 1
10-Sep-2014 15:46:27 Setting valves: 33 to 1
10-Sep-2014 15:46:28 Setting valves: 34 to 1
10-Sep-2014 15:46:28 Setting valves: 34 to 0
10-Sep-2014 15:46:28 Setting valves: 9 to 0
10-Sep-2014 15:46:28 Setting valves: 12  18 to 0  0
10-Sep-2014 15:46:28 Setting valves: 24 to 0
10-Sep-2014 15:46:28 Setting valves: 31 to 0
10-Sep-2014 15:46:35 Setting valves: 24 to 1
10-Sep-2014 15:46:36 Setting valves: 19 to 0
10-Sep-2014 15:48:22 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 15:48:22 Setting valves: 12  18 to 1  1
10-Sep-2014 15:48:23 Setting valves: 16 to 0
10-Sep-2014 15:48:23 Setting valves: 13 to 0
10-Sep-2014 15:48:39 Setting valves: 11 to 0
% Making Code # 1 = [0.00  0.00  0.00  1.00]
10-Sep-2014 15:51:43 Setting valves: 11 to 1
10-Sep-2014 15:51:44 Setting valves: 11 to 1
10-Sep-2014 15:51:44 Setting valves: 13 to 1
10-Sep-2014 15:51:44 Setting valves: 12  18 to 0  0
10-Sep-2014 15:51:45 Setting valves: 24 to 0
10-Sep-2014 15:51:46 Setting valves: 31 to 0
10-Sep-2014 15:51:53 Setting valves: 24 to 1
10-Sep-2014 15:51:54 Setting valves: 23 to 0
10-Sep-2014 15:51:54 Setting valves: 19 to 0
10-Sep-2014 15:53:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 15:53:40 Setting valves: 12  18 to 1  1
10-Sep-2014 15:53:40 Setting valves: 16 to 0
10-Sep-2014 15:53:41 Setting valves: 13 to 0
10-Sep-2014 15:53:58 Setting valves: 11 to 0
% Making Code # 2 = [0.00  0.00  0.06  0.94]
10-Sep-2014 15:57:03 Setting valves: 11 to 1
10-Sep-2014 15:57:04 Setting valves: 11 to 1
10-Sep-2014 15:57:04 Setting valves: 13 to 1
10-Sep-2014 15:57:04 Setting valves: 12  18 to 0  0
10-Sep-2014 15:57:05 Setting valves: 24 to 0
10-Sep-2014 15:57:06 Setting valves: 31 to 0
10-Sep-2014 15:57:13 Setting valves: 24 to 1
10-Sep-2014 15:57:14 Setting valves: 23 to 0
10-Sep-2014 15:57:14 Setting valves: 19 to 0
10-Sep-2014 15:59:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 15:59:00 Setting valves: 12  18 to 1  1
10-Sep-2014 15:59:00 Setting valves: 16 to 0
10-Sep-2014 15:59:01 Setting valves: 13 to 0
10-Sep-2014 15:59:18 Setting valves: 11 to 0
% Making Code # 3 = [0.00  0.00  0.15  0.85]
10-Sep-2014 16:02:24 Setting valves: 11 to 1
10-Sep-2014 16:02:24 Setting valves: 11 to 1
10-Sep-2014 16:02:24 Setting valves: 13 to 1
10-Sep-2014 16:02:25 Setting valves: 12  18 to 0  0
10-Sep-2014 16:02:25 Setting valves: 24 to 0
10-Sep-2014 16:02:26 Setting valves: 31 to 0
10-Sep-2014 16:02:33 Setting valves: 24 to 1
10-Sep-2014 16:02:34 Setting valves: 23 to 0
10-Sep-2014 16:02:34 Setting valves: 19 to 0
10-Sep-2014 16:04:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:04:20 Setting valves: 12  18 to 1  1
10-Sep-2014 16:04:21 Setting valves: 16 to 0
10-Sep-2014 16:04:21 Setting valves: 13 to 0
10-Sep-2014 16:04:38 Setting valves: 11 to 0
% Making Code # 4 = [0.00  0.00  0.28  0.72]
10-Sep-2014 16:07:44 Setting valves: 11 to 1
10-Sep-2014 16:07:44 Setting valves: 11 to 1
10-Sep-2014 16:07:44 Setting valves: 13 to 1
10-Sep-2014 16:07:45 Setting valves: 12  18 to 0  0
10-Sep-2014 16:07:46 Setting valves: 24 to 0
10-Sep-2014 16:07:46 Setting valves: 31 to 0
10-Sep-2014 16:07:53 Setting valves: 24 to 1
10-Sep-2014 16:07:54 Setting valves: 23 to 0
10-Sep-2014 16:07:54 Setting valves: 19 to 0
10-Sep-2014 16:09:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:09:40 Setting valves: 12  18 to 1  1
10-Sep-2014 16:09:41 Setting valves: 16 to 0
10-Sep-2014 16:09:41 Setting valves: 13 to 0
10-Sep-2014 16:09:58 Setting valves: 11 to 0
% Making Code # 5 = [0.00  0.00  0.47  0.53]
10-Sep-2014 16:13:04 Setting valves: 11 to 1
10-Sep-2014 16:13:04 Setting valves: 11 to 1
10-Sep-2014 16:13:04 Setting valves: 13 to 1
10-Sep-2014 16:13:05 Setting valves: 12  18 to 0  0
10-Sep-2014 16:13:05 Setting valves: 24 to 0
10-Sep-2014 16:13:06 Setting valves: 31 to 0
10-Sep-2014 16:13:13 Setting valves: 24 to 1
10-Sep-2014 16:13:14 Setting valves: 23 to 0
10-Sep-2014 16:13:14 Setting valves: 19 to 0
10-Sep-2014 16:15:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:15:00 Setting valves: 12  18 to 1  1
10-Sep-2014 16:15:00 Setting valves: 16 to 0
10-Sep-2014 16:15:01 Setting valves: 13 to 0
10-Sep-2014 16:15:18 Setting valves: 11 to 0
% Making Code # 6 = [0.00  0.00  0.76  0.24]
10-Sep-2014 16:18:24 Setting valves: 11 to 1
10-Sep-2014 16:18:24 Setting valves: 11 to 1
10-Sep-2014 16:18:24 Setting valves: 13 to 1
10-Sep-2014 16:18:25 Setting valves: 12  18 to 0  0
10-Sep-2014 16:18:25 Setting valves: 24 to 0
10-Sep-2014 16:18:26 Setting valves: 31 to 0
10-Sep-2014 16:18:33 Setting valves: 24 to 1
10-Sep-2014 16:18:34 Setting valves: 22 to 0
10-Sep-2014 16:18:34 Setting valves: 19 to 0
10-Sep-2014 16:20:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:20:20 Setting valves: 12  18 to 1  1
10-Sep-2014 16:20:21 Setting valves: 16 to 0
10-Sep-2014 16:20:21 Setting valves: 13 to 0
10-Sep-2014 16:20:38 Setting valves: 11 to 0
% Making Code # 7 = [0.00  0.05  0.00  0.95]
10-Sep-2014 16:23:43 Setting valves: 11 to 1
10-Sep-2014 16:23:44 Setting valves: 11 to 1
10-Sep-2014 16:23:44 Setting valves: 13 to 1
10-Sep-2014 16:23:44 Setting valves: 12  18 to 0  0
10-Sep-2014 16:23:45 Setting valves: 24 to 0
10-Sep-2014 16:23:46 Setting valves: 31 to 0
10-Sep-2014 16:23:53 Setting valves: 24 to 1
10-Sep-2014 16:23:54 Setting valves: 22 to 0
10-Sep-2014 16:23:54 Setting valves: 23 to 0
10-Sep-2014 16:23:54 Setting valves: 19 to 0
10-Sep-2014 16:25:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:25:40 Setting valves: 12  18 to 1  1
10-Sep-2014 16:25:40 Setting valves: 16 to 0
10-Sep-2014 16:25:41 Setting valves: 13 to 0
10-Sep-2014 16:25:58 Setting valves: 11 to 0
% Making Code # 8 = [0.00  0.05  0.06  0.89]
10-Sep-2014 16:29:04 Setting valves: 11 to 1
10-Sep-2014 16:29:04 Setting valves: 11 to 1
10-Sep-2014 16:29:04 Setting valves: 13 to 1
10-Sep-2014 16:29:05 Setting valves: 12  18 to 0  0
10-Sep-2014 16:29:05 Setting valves: 24 to 0
10-Sep-2014 16:29:06 Setting valves: 31 to 0
10-Sep-2014 16:29:13 Setting valves: 24 to 1
10-Sep-2014 16:29:14 Setting valves: 22 to 0
10-Sep-2014 16:29:14 Setting valves: 23 to 0
10-Sep-2014 16:29:14 Setting valves: 19 to 0
10-Sep-2014 16:31:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:31:00 Setting valves: 12  18 to 1  1
10-Sep-2014 16:31:01 Setting valves: 16 to 0
10-Sep-2014 16:31:02 Setting valves: 13 to 0
10-Sep-2014 16:31:18 Setting valves: 11 to 0
10-Sep-2014 16:31:18 Error: expected to set values 0 read back 1
10-Sep-2014 16:31:18 Retried setting valves; succeeded!
% Making Code # 9 = [0.00  0.05  0.15  0.80]
10-Sep-2014 16:34:23 Setting valves: 11 to 1
10-Sep-2014 16:34:24 Setting valves: 11 to 1
10-Sep-2014 16:34:24 Setting valves: 13 to 1
10-Sep-2014 16:34:24 Setting valves: 12  18 to 0  0
10-Sep-2014 16:34:25 Setting valves: 24 to 0
10-Sep-2014 16:34:26 Setting valves: 31 to 0
10-Sep-2014 16:34:33 Setting valves: 24 to 1
10-Sep-2014 16:34:34 Setting valves: 22 to 0
10-Sep-2014 16:34:34 Setting valves: 23 to 0
10-Sep-2014 16:34:34 Setting valves: 19 to 0
10-Sep-2014 16:36:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:36:20 Setting valves: 12  18 to 1  1
10-Sep-2014 16:36:21 Setting valves: 16 to 0
10-Sep-2014 16:36:21 Setting valves: 13 to 0
10-Sep-2014 16:36:38 Setting valves: 11 to 0
% Making Code # 10 = [0.00  0.05  0.28  0.67]
10-Sep-2014 16:39:44 Setting valves: 11 to 1
10-Sep-2014 16:39:44 Setting valves: 11 to 1
10-Sep-2014 16:39:44 Setting valves: 13 to 1
10-Sep-2014 16:39:45 Setting valves: 12  18 to 0  0
10-Sep-2014 16:39:45 Setting valves: 24 to 0
10-Sep-2014 16:39:46 Setting valves: 31 to 0
10-Sep-2014 16:39:53 Setting valves: 24 to 1
10-Sep-2014 16:39:54 Setting valves: 22 to 0
10-Sep-2014 16:39:54 Setting valves: 23 to 0
10-Sep-2014 16:39:54 Setting valves: 19 to 0
10-Sep-2014 16:41:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:41:40 Setting valves: 12  18 to 1  1
10-Sep-2014 16:41:40 Setting valves: 16 to 0
10-Sep-2014 16:41:41 Setting valves: 13 to 0
10-Sep-2014 16:41:58 Setting valves: 11 to 0
% Making Code # 11 = [0.00  0.05  0.47  0.48]
10-Sep-2014 16:45:04 Setting valves: 11 to 1
10-Sep-2014 16:45:04 Setting valves: 11 to 1
10-Sep-2014 16:45:04 Setting valves: 13 to 1
10-Sep-2014 16:45:05 Setting valves: 12  18 to 0  0
10-Sep-2014 16:45:05 Setting valves: 24 to 0
10-Sep-2014 16:45:06 Setting valves: 31 to 0
10-Sep-2014 16:45:13 Setting valves: 24 to 1
10-Sep-2014 16:45:14 Setting valves: 22 to 0
10-Sep-2014 16:45:14 Setting valves: 23 to 0
10-Sep-2014 16:45:14 Setting valves: 19 to 0
10-Sep-2014 16:47:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:47:00 Setting valves: 12  18 to 1  1
10-Sep-2014 16:47:01 Setting valves: 16 to 0
10-Sep-2014 16:47:01 Setting valves: 13 to 0
10-Sep-2014 16:47:18 Setting valves: 11 to 0
% Making Code # 12 = [0.00  0.05  0.76  0.20]
10-Sep-2014 16:50:24 Setting valves: 11 to 1
10-Sep-2014 16:50:24 Setting valves: 11 to 1
10-Sep-2014 16:50:24 Setting valves: 13 to 1
10-Sep-2014 16:50:25 Setting valves: 12  18 to 0  0
10-Sep-2014 16:50:25 Setting valves: 24 to 0
10-Sep-2014 16:50:26 Setting valves: 31 to 0
10-Sep-2014 16:50:33 Setting valves: 24 to 1
10-Sep-2014 16:50:34 Setting valves: 22 to 0
10-Sep-2014 16:50:34 Setting valves: 19 to 0
10-Sep-2014 16:52:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:52:20 Setting valves: 12  18 to 1  1
10-Sep-2014 16:52:20 Setting valves: 16 to 0
10-Sep-2014 16:52:21 Setting valves: 13 to 0
10-Sep-2014 16:52:38 Setting valves: 11 to 0
% Making Code # 13 = [0.00  0.11  0.00  0.89]
10-Sep-2014 16:55:43 Setting valves: 11 to 1
10-Sep-2014 16:55:44 Setting valves: 11 to 1
10-Sep-2014 16:55:44 Setting valves: 13 to 1
10-Sep-2014 16:55:44 Setting valves: 12  18 to 0  0
10-Sep-2014 16:55:45 Setting valves: 24 to 0
10-Sep-2014 16:55:46 Setting valves: 31 to 0
10-Sep-2014 16:55:53 Setting valves: 24 to 1
10-Sep-2014 16:55:54 Setting valves: 22 to 0
10-Sep-2014 16:55:54 Setting valves: 23 to 0
10-Sep-2014 16:55:54 Setting valves: 19 to 0
10-Sep-2014 16:57:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 16:57:40 Setting valves: 12  18 to 1  1
10-Sep-2014 16:57:41 Setting valves: 16 to 0
10-Sep-2014 16:57:41 Setting valves: 13 to 0
10-Sep-2014 16:57:58 Setting valves: 11 to 0
% Making Code # 14 = [0.00  0.11  0.06  0.83]
10-Sep-2014 17:01:04 Setting valves: 11 to 1
10-Sep-2014 17:01:04 Setting valves: 11 to 1
10-Sep-2014 17:01:04 Setting valves: 13 to 1
10-Sep-2014 17:01:05 Setting valves: 12  18 to 0  0
10-Sep-2014 17:01:06 Setting valves: 24 to 0
10-Sep-2014 17:01:06 Setting valves: 31 to 0
10-Sep-2014 17:01:13 Setting valves: 24 to 1
10-Sep-2014 17:01:14 Setting valves: 22 to 0
10-Sep-2014 17:01:14 Setting valves: 23 to 0
10-Sep-2014 17:01:14 Setting valves: 19 to 0
10-Sep-2014 17:03:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:03:00 Setting valves: 12  18 to 1  1
10-Sep-2014 17:03:01 Setting valves: 16 to 0
10-Sep-2014 17:03:01 Setting valves: 13 to 0
10-Sep-2014 17:03:18 Setting valves: 11 to 0
% Making Code # 15 = [0.00  0.11  0.15  0.74]
10-Sep-2014 17:06:23 Setting valves: 11 to 1
10-Sep-2014 17:06:24 Setting valves: 11 to 1
10-Sep-2014 17:06:24 Setting valves: 13 to 1
10-Sep-2014 17:06:24 Setting valves: 12  18 to 0  0
10-Sep-2014 17:06:25 Setting valves: 24 to 0
10-Sep-2014 17:06:26 Setting valves: 31 to 0
10-Sep-2014 17:06:33 Setting valves: 24 to 1
10-Sep-2014 17:06:34 Setting valves: 22 to 0
10-Sep-2014 17:06:34 Setting valves: 23 to 0
10-Sep-2014 17:06:34 Setting valves: 19 to 0
10-Sep-2014 17:08:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:08:20 Setting valves: 12  18 to 1  1
10-Sep-2014 17:08:20 Setting valves: 16 to 0
10-Sep-2014 17:08:21 Setting valves: 13 to 0
10-Sep-2014 17:08:38 Setting valves: 11 to 0
% Making Code # 16 = [0.00  0.11  0.28  0.61]
10-Sep-2014 17:11:43 Setting valves: 11 to 1
10-Sep-2014 17:11:44 Setting valves: 11 to 1
10-Sep-2014 17:11:44 Setting valves: 13 to 1
10-Sep-2014 17:11:44 Setting valves: 12  18 to 0  0
10-Sep-2014 17:11:45 Setting valves: 24 to 0
10-Sep-2014 17:11:46 Setting valves: 31 to 0
10-Sep-2014 17:11:53 Setting valves: 24 to 1
10-Sep-2014 17:11:54 Setting valves: 22 to 0
10-Sep-2014 17:11:54 Setting valves: 23 to 0
10-Sep-2014 17:11:54 Setting valves: 19 to 0
10-Sep-2014 17:13:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:13:40 Setting valves: 12  18 to 1  1
10-Sep-2014 17:13:40 Setting valves: 16 to 0
10-Sep-2014 17:13:41 Setting valves: 13 to 0
10-Sep-2014 17:13:58 Setting valves: 11 to 0
% Making Code # 17 = [0.00  0.11  0.47  0.41]
10-Sep-2014 17:17:03 Setting valves: 11 to 1
10-Sep-2014 17:17:04 Setting valves: 11 to 1
10-Sep-2014 17:17:04 Setting valves: 13 to 1
10-Sep-2014 17:17:04 Setting valves: 12  18 to 0  0
10-Sep-2014 17:17:05 Setting valves: 24 to 0
10-Sep-2014 17:17:06 Setting valves: 31 to 0
10-Sep-2014 17:17:13 Setting valves: 24 to 1
10-Sep-2014 17:17:14 Setting valves: 22 to 0
10-Sep-2014 17:17:14 Setting valves: 23 to 0
10-Sep-2014 17:17:14 Setting valves: 19 to 0
10-Sep-2014 17:19:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:19:00 Setting valves: 12  18 to 1  1
10-Sep-2014 17:19:00 Setting valves: 16 to 0
10-Sep-2014 17:19:01 Setting valves: 13 to 0
10-Sep-2014 17:19:18 Setting valves: 11 to 0
% Making Code # 18 = [0.00  0.11  0.76  0.13]
10-Sep-2014 17:22:24 Setting valves: 11 to 1
10-Sep-2014 17:22:24 Setting valves: 11 to 1
10-Sep-2014 17:22:24 Setting valves: 13 to 1
10-Sep-2014 17:22:25 Setting valves: 12  18 to 0  0
10-Sep-2014 17:22:25 Setting valves: 24 to 0
10-Sep-2014 17:22:26 Setting valves: 31 to 0
10-Sep-2014 17:22:33 Setting valves: 24 to 1
10-Sep-2014 17:22:34 Setting valves: 22 to 0
10-Sep-2014 17:22:34 Setting valves: 19 to 0
10-Sep-2014 17:24:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:24:20 Setting valves: 12  18 to 1  1
10-Sep-2014 17:24:21 Setting valves: 16 to 0
10-Sep-2014 17:24:21 Setting valves: 13 to 0
10-Sep-2014 17:24:38 Setting valves: 11 to 0
% Making Code # 19 = [0.00  0.20  0.00  0.80]
10-Sep-2014 17:27:43 Setting valves: 11 to 1
10-Sep-2014 17:27:44 Setting valves: 11 to 1
10-Sep-2014 17:27:44 Setting valves: 13 to 1
10-Sep-2014 17:27:44 Setting valves: 12  18 to 0  0
10-Sep-2014 17:27:45 Setting valves: 24 to 0
10-Sep-2014 17:27:46 Setting valves: 31 to 0
10-Sep-2014 17:27:53 Setting valves: 24 to 1
10-Sep-2014 17:27:54 Setting valves: 22 to 0
10-Sep-2014 17:27:54 Setting valves: 23 to 0
10-Sep-2014 17:27:54 Setting valves: 19 to 0
10-Sep-2014 17:29:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:29:40 Setting valves: 12  18 to 1  1
10-Sep-2014 17:29:40 Setting valves: 16 to 0
10-Sep-2014 17:29:41 Setting valves: 13 to 0
10-Sep-2014 17:29:58 Setting valves: 11 to 0
% Making Code # 20 = [0.00  0.20  0.06  0.74]
10-Sep-2014 17:33:03 Setting valves: 11 to 1
10-Sep-2014 17:33:04 Setting valves: 11 to 1
10-Sep-2014 17:33:04 Setting valves: 13 to 1
10-Sep-2014 17:33:04 Setting valves: 12  18 to 0  0
10-Sep-2014 17:33:05 Setting valves: 24 to 0
10-Sep-2014 17:33:06 Setting valves: 31 to 0
10-Sep-2014 17:33:13 Setting valves: 24 to 1
10-Sep-2014 17:33:14 Setting valves: 22 to 0
10-Sep-2014 17:33:14 Setting valves: 23 to 0
10-Sep-2014 17:33:14 Setting valves: 19 to 0
10-Sep-2014 17:35:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:35:00 Setting valves: 12  18 to 1  1
