10-Sep-2014 15:46:23
D:\Secondlife-32\Matlab\BeadSynthesizerV3.0\Scripts\SynthesisLog_20140910-01.txt
BEAD PRODUCTION LOG
Chip serial code: BS3.0-PMF-07.30.14-ch02
Sm = [0.00  0.06  0.14  0.24  0.37  0.55  0.78]
Dy = [0.00  0.05  0.11  0.20  0.32  0.49  0.71]
Tm = [0.00  0.06  0.15  0.28  0.47  0.76]
Mixer cleaning time = 6.00 sec
Mixing time = 1.00 min 45.00 sec
Drop stabilization time = 30.00 sec
UV polymerization time = 2.00 min 30.00 sec
Polymerization channel = Polymerization
Resistances Mixer 1 = [Sm, Dy, Tm, Eu, mix] [14.00  14.35  14.22  14.00   0.74]
Resistances Mix2r 2 = [Sm, Dy, Tm, Eu, mix] [14.97  14.74  15.90  14.00   0.29]
Oil: ch = 3, press = 8.00 psi
Push Water: ch = 2, press = 6.00 psi
Lanthanide MFCS Channels: [Sm, Dy, Tm, Eu]  [6,  7,  4,  5,]
Lanthanide Valves: [Sm, Dy, Tm, Eu]  [C2,  C3,  C4,  C1]
Mixer 1
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_Eu	P_Sm	P_Dy	P_Tm	P_Eu
10-Sep-2014 17:35:00 Setting valves: 16 to 0
10-Sep-2014 17:35:01 Setting valves: 13 to 0
10-Sep-2014 17:35:18 Setting valves: 11 to 0
% Making Code # 21 = [0.00  0.20  0.15  0.65]
10-Sep-2014 17:38:23 Setting valves: 11 to 1
10-Sep-2014 17:38:24 Setting valves: 11 to 1
10-Sep-2014 17:38:24 Setting valves: 13 to 1
10-Sep-2014 17:38:24 Setting valves: 12  18 to 0  0
10-Sep-2014 17:38:25 Setting valves: 24 to 0
10-Sep-2014 17:38:26 Setting valves: 31 to 0
10-Sep-2014 17:38:33 Setting valves: 24 to 1
10-Sep-2014 17:38:34 Setting valves: 22 to 0
10-Sep-2014 17:38:34 Setting valves: 23 to 0
10-Sep-2014 17:38:34 Setting valves: 19 to 0
10-Sep-2014 17:40:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:40:20 Setting valves: 12  18 to 1  1
10-Sep-2014 17:40:21 Setting valves: 16 to 0
10-Sep-2014 17:40:21 Setting valves: 13 to 0
10-Sep-2014 17:40:38 Setting valves: 11 to 0
% Making Code # 22 = [0.00  0.20  0.28  0.52]
10-Sep-2014 17:43:43 Setting valves: 11 to 1
10-Sep-2014 17:43:44 Setting valves: 11 to 1
10-Sep-2014 17:43:44 Setting valves: 13 to 1
10-Sep-2014 17:43:45 Setting valves: 12  18 to 0  0
10-Sep-2014 17:43:45 Setting valves: 24 to 0
10-Sep-2014 17:43:46 Setting valves: 31 to 0
10-Sep-2014 17:43:53 Setting valves: 24 to 1
10-Sep-2014 17:43:54 Setting valves: 22 to 0
10-Sep-2014 17:43:54 Setting valves: 23 to 0
10-Sep-2014 17:43:54 Setting valves: 19 to 0
10-Sep-2014 17:45:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:45:40 Setting valves: 12  18 to 1  1
10-Sep-2014 17:45:41 Setting valves: 16 to 0
10-Sep-2014 17:45:41 Setting valves: 13 to 0
10-Sep-2014 17:45:58 Setting valves: 11 to 0
% Making Code # 23 = [0.00  0.20  0.47  0.32]
10-Sep-2014 17:49:03 Setting valves: 11 to 1
10-Sep-2014 17:49:04 Setting valves: 11 to 1
10-Sep-2014 17:49:04 Setting valves: 13 to 1
10-Sep-2014 17:49:04 Setting valves: 12  18 to 0  0
10-Sep-2014 17:49:05 Setting valves: 24 to 0
10-Sep-2014 17:49:06 Setting valves: 31 to 0
10-Sep-2014 17:49:13 Setting valves: 24 to 1
10-Sep-2014 17:49:14 Setting valves: 22 to 0
10-Sep-2014 17:49:14 Setting valves: 23 to 0
10-Sep-2014 17:49:14 Setting valves: 19 to 0
10-Sep-2014 17:51:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:51:00 Setting valves: 12  18 to 1  1
10-Sep-2014 17:51:00 Setting valves: 16 to 0
10-Sep-2014 17:51:01 Setting valves: 13 to 0
10-Sep-2014 17:51:18 Setting valves: 11 to 0
% Making Code # 24 = [0.00  0.20  0.76  0.04]
10-Sep-2014 17:54:24 Setting valves: 11 to 1
10-Sep-2014 17:54:24 Setting valves: 11 to 1
10-Sep-2014 17:54:24 Setting valves: 13 to 1
10-Sep-2014 17:54:25 Setting valves: 12  18 to 0  0
10-Sep-2014 17:54:25 Setting valves: 24 to 0
10-Sep-2014 17:54:26 Setting valves: 31 to 0
10-Sep-2014 17:54:33 Setting valves: 24 to 1
10-Sep-2014 17:54:34 Setting valves: 22 to 0
10-Sep-2014 17:54:34 Setting valves: 19 to 0
10-Sep-2014 17:56:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 17:56:20 Setting valves: 12  18 to 1  1
10-Sep-2014 17:56:20 Setting valves: 16 to 0
10-Sep-2014 17:56:21 Setting valves: 13 to 0
10-Sep-2014 17:56:38 Setting valves: 11 to 0
% Making Code # 25 = [0.00  0.32  0.00  0.68]
10-Sep-2014 17:59:43 Setting valves: 11 to 1
10-Sep-2014 17:59:44 Setting valves: 11 to 1
10-Sep-2014 17:59:44 Setting valves: 13 to 1
10-Sep-2014 17:59:45 Setting valves: 12  18 to 0  0
10-Sep-2014 17:59:45 Error: expected to set values 0  0 read back 1  1
10-Sep-2014 17:59:45 Retried setting valves; succeeded!
10-Sep-2014 17:59:45 Setting valves: 24 to 0
10-Sep-2014 17:59:46 Setting valves: 31 to 0
10-Sep-2014 17:59:53 Setting valves: 24 to 1
10-Sep-2014 17:59:54 Setting valves: 22 to 0
10-Sep-2014 17:59:54 Setting valves: 23 to 0
10-Sep-2014 17:59:54 Setting valves: 19 to 0
10-Sep-2014 18:01:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:01:40 Setting valves: 12  18 to 1  1
10-Sep-2014 18:01:40 Setting valves: 16 to 0
10-Sep-2014 18:01:41 Setting valves: 13 to 0
10-Sep-2014 18:01:58 Setting valves: 11 to 0
% Making Code # 26 = [0.00  0.32  0.06  0.62]
10-Sep-2014 18:05:04 Setting valves: 11 to 1
10-Sep-2014 18:05:04 Setting valves: 11 to 1
10-Sep-2014 18:05:04 Setting valves: 13 to 1
10-Sep-2014 18:05:05 Setting valves: 12  18 to 0  0
10-Sep-2014 18:05:05 Setting valves: 24 to 0
10-Sep-2014 18:05:06 Setting valves: 31 to 0
10-Sep-2014 18:05:13 Setting valves: 24 to 1
10-Sep-2014 18:05:14 Setting valves: 22 to 0
10-Sep-2014 18:05:14 Setting valves: 23 to 0
10-Sep-2014 18:05:14 Setting valves: 19 to 0
10-Sep-2014 18:07:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:07:00 Setting valves: 12  18 to 1  1
10-Sep-2014 18:07:00 Setting valves: 16 to 0
10-Sep-2014 18:07:01 Setting valves: 13 to 0
10-Sep-2014 18:07:18 Setting valves: 11 to 0
% Making Code # 27 = [0.00  0.32  0.15  0.53]
10-Sep-2014 18:10:24 Setting valves: 11 to 1
10-Sep-2014 18:10:24 Setting valves: 11 to 1
10-Sep-2014 18:10:24 Setting valves: 13 to 1
10-Sep-2014 18:10:25 Setting valves: 12  18 to 0  0
10-Sep-2014 18:10:25 Setting valves: 24 to 0
10-Sep-2014 18:10:26 Setting valves: 31 to 0
10-Sep-2014 18:10:33 Setting valves: 24 to 1
10-Sep-2014 18:10:34 Setting valves: 22 to 0
10-Sep-2014 18:10:34 Setting valves: 23 to 0
10-Sep-2014 18:10:34 Setting valves: 19 to 0
10-Sep-2014 18:12:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:12:20 Setting valves: 12  18 to 1  1
10-Sep-2014 18:12:21 Setting valves: 16 to 0
10-Sep-2014 18:12:21 Setting valves: 13 to 0
10-Sep-2014 18:12:38 Setting valves: 11 to 0
% Making Code # 28 = [0.00  0.32  0.28  0.40]
10-Sep-2014 18:15:43 Setting valves: 11 to 1
10-Sep-2014 18:15:44 Setting valves: 11 to 1
10-Sep-2014 18:15:44 Setting valves: 13 to 1
10-Sep-2014 18:15:44 Setting valves: 12  18 to 0  0
10-Sep-2014 18:15:45 Setting valves: 24 to 0
10-Sep-2014 18:15:46 Setting valves: 31 to 0
10-Sep-2014 18:15:53 Setting valves: 24 to 1
10-Sep-2014 18:15:54 Setting valves: 22 to 0
10-Sep-2014 18:15:54 Setting valves: 23 to 0
10-Sep-2014 18:15:54 Setting valves: 19 to 0
10-Sep-2014 18:17:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:17:40 Setting valves: 12  18 to 1  1
10-Sep-2014 18:17:40 Setting valves: 16 to 0
10-Sep-2014 18:17:41 Setting valves: 13 to 0
10-Sep-2014 18:17:58 Setting valves: 11 to 0
% Making Code # 29 = [0.00  0.32  0.47  0.20]
10-Sep-2014 18:21:04 Setting valves: 11 to 1
10-Sep-2014 18:21:04 Setting valves: 11 to 1
10-Sep-2014 18:21:04 Setting valves: 13 to 1
10-Sep-2014 18:21:05 Setting valves: 12  18 to 0  0
10-Sep-2014 18:21:05 Setting valves: 24 to 0
10-Sep-2014 18:21:06 Setting valves: 31 to 0
10-Sep-2014 18:21:13 Setting valves: 24 to 1
10-Sep-2014 18:21:14 Setting valves: 22 to 0
10-Sep-2014 18:21:14 Setting valves: 19 to 0
10-Sep-2014 18:23:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:23:00 Setting valves: 12  18 to 1  1
10-Sep-2014 18:23:00 Setting valves: 16 to 0
10-Sep-2014 18:23:01 Setting valves: 13 to 0
10-Sep-2014 18:23:18 Setting valves: 11 to 0
% Making Code # 30 = [0.00  0.49  0.00  0.51]
10-Sep-2014 18:26:24 Setting valves: 11 to 1
10-Sep-2014 18:26:24 Setting valves: 11 to 1
10-Sep-2014 18:26:24 Setting valves: 13 to 1
10-Sep-2014 18:26:25 Setting valves: 12  18 to 0  0
10-Sep-2014 18:26:25 Setting valves: 24 to 0
10-Sep-2014 18:26:26 Setting valves: 31 to 0
10-Sep-2014 18:26:33 Setting valves: 24 to 1
10-Sep-2014 18:26:34 Setting valves: 22 to 0
10-Sep-2014 18:26:34 Setting valves: 23 to 0
10-Sep-2014 18:26:34 Setting valves: 19 to 0
10-Sep-2014 18:28:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:28:20 Setting valves: 12  18 to 1  1
10-Sep-2014 18:28:21 Setting valves: 16 to 0
10-Sep-2014 18:28:21 Setting valves: 13 to 0
10-Sep-2014 18:28:38 Setting valves: 11 to 0
% Making Code # 31 = [0.00  0.49  0.06  0.45]
10-Sep-2014 18:31:43 Setting valves: 11 to 1
10-Sep-2014 18:31:44 Setting valves: 11 to 1
10-Sep-2014 18:31:44 Setting valves: 13 to 1
10-Sep-2014 18:31:44 Setting valves: 12  18 to 0  0
10-Sep-2014 18:31:45 Setting valves: 24 to 0
10-Sep-2014 18:31:46 Setting valves: 31 to 0
10-Sep-2014 18:31:53 Setting valves: 24 to 1
10-Sep-2014 18:31:54 Setting valves: 22 to 0
10-Sep-2014 18:31:54 Setting valves: 23 to 0
10-Sep-2014 18:31:54 Setting valves: 19 to 0
10-Sep-2014 18:33:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:33:40 Setting valves: 12  18 to 1  1
10-Sep-2014 18:33:41 Setting valves: 16 to 0
10-Sep-2014 18:33:41 Setting valves: 13 to 0
10-Sep-2014 18:33:58 Setting valves: 11 to 0
% Making Code # 32 = [0.00  0.49  0.15  0.36]
10-Sep-2014 18:37:03 Setting valves: 11 to 1
10-Sep-2014 18:37:04 Setting valves: 11 to 1
10-Sep-2014 18:37:04 Setting valves: 13 to 1
10-Sep-2014 18:37:04 Setting valves: 12  18 to 0  0
10-Sep-2014 18:37:05 Setting valves: 24 to 0
10-Sep-2014 18:37:06 Setting valves: 31 to 0
10-Sep-2014 18:37:13 Setting valves: 24 to 1
10-Sep-2014 18:37:14 Setting valves: 22 to 0
10-Sep-2014 18:37:14 Setting valves: 23 to 0
10-Sep-2014 18:37:14 Setting valves: 19 to 0
10-Sep-2014 18:39:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:39:00 Setting valves: 12  18 to 1  1
10-Sep-2014 18:39:00 Setting valves: 16 to 0
10-Sep-2014 18:39:01 Setting valves: 13 to 0
10-Sep-2014 18:39:17 Setting valves: 11 to 0
% Making Code # 33 = [0.00  0.49  0.28  0.23]
10-Sep-2014 18:42:23 Setting valves: 11 to 1
10-Sep-2014 18:42:24 Setting valves: 11 to 1
10-Sep-2014 18:42:24 Setting valves: 13 to 1
10-Sep-2014 18:42:24 Setting valves: 12  18 to 0  0
10-Sep-2014 18:42:25 Setting valves: 24 to 0
10-Sep-2014 18:42:26 Setting valves: 31 to 0
10-Sep-2014 18:42:33 Setting valves: 24 to 1
10-Sep-2014 18:42:34 Setting valves: 22 to 0
10-Sep-2014 18:42:34 Setting valves: 23 to 0
10-Sep-2014 18:42:34 Setting valves: 19 to 0
10-Sep-2014 18:44:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:44:20 Setting valves: 12  18 to 1  1
10-Sep-2014 18:44:21 Setting valves: 16 to 0
10-Sep-2014 18:44:21 Setting valves: 13 to 0
10-Sep-2014 18:44:38 Setting valves: 11 to 0
% Making Code # 34 = [0.00  0.49  0.47  0.04]
10-Sep-2014 18:47:44 Setting valves: 11 to 1
10-Sep-2014 18:47:44 Setting valves: 11 to 1
10-Sep-2014 18:47:44 Setting valves: 13 to 1
10-Sep-2014 18:47:45 Setting valves: 12  18 to 0  0
10-Sep-2014 18:47:45 Setting valves: 24 to 0
10-Sep-2014 18:47:46 Setting valves: 31 to 0
10-Sep-2014 18:47:53 Setting valves: 24 to 1
10-Sep-2014 18:47:54 Setting valves: 22 to 0
10-Sep-2014 18:47:54 Setting valves: 19 to 0
10-Sep-2014 18:49:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:49:40 Setting valves: 12  18 to 1  1
10-Sep-2014 18:49:40 Setting valves: 16 to 0
10-Sep-2014 18:49:41 Setting valves: 13 to 0
10-Sep-2014 18:49:58 Setting valves: 11 to 0
% Making Code # 35 = [0.00  0.71  0.00  0.29]
10-Sep-2014 18:53:04 Setting valves: 11 to 1
10-Sep-2014 18:53:04 Setting valves: 11 to 1
10-Sep-2014 18:53:04 Setting valves: 13 to 1
10-Sep-2014 18:53:05 Setting valves: 12  18 to 0  0
10-Sep-2014 18:53:05 Setting valves: 24 to 0
10-Sep-2014 18:53:06 Setting valves: 31 to 0
10-Sep-2014 18:53:13 Setting valves: 24 to 1
10-Sep-2014 18:53:14 Setting valves: 22 to 0
10-Sep-2014 18:53:14 Setting valves: 23 to 0
10-Sep-2014 18:53:14 Setting valves: 19 to 0
10-Sep-2014 18:55:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 18:55:00 Setting valves: 12  18 to 1  1
10-Sep-2014 18:55:00 Setting valves: 16 to 0
10-Sep-2014 18:55:01 Setting valves: 13 to 0
10-Sep-2014 18:55:18 Setting valves: 11 to 0
% Making Code # 36 = [0.00  0.71  0.06  0.23]
10-Sep-2014 18:58:24 Setting valves: 11 to 1
10-Sep-2014 18:58:24 Setting valves: 11 to 1
10-Sep-2014 18:58:24 Setting valves: 13 to 1
10-Sep-2014 18:58:25 Setting valves: 12  18 to 0  0
10-Sep-2014 18:58:25 Setting valves: 24 to 0
10-Sep-2014 18:58:26 Setting valves: 31 to 0
10-Sep-2014 18:58:33 Setting valves: 24 to 1
10-Sep-2014 18:58:34 Setting valves: 22 to 0
10-Sep-2014 18:58:34 Setting valves: 23 to 0
10-Sep-2014 18:58:34 Setting valves: 19 to 0
10-Sep-2014 19:00:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:00:20 Setting valves: 12  18 to 1  1
10-Sep-2014 19:00:21 Setting valves: 16 to 0
10-Sep-2014 19:00:22 Setting valves: 13 to 0
10-Sep-2014 19:00:38 Setting valves: 11 to 0
% Making Code # 37 = [0.00  0.71  0.15  0.14]
10-Sep-2014 19:03:44 Setting valves: 11 to 1
10-Sep-2014 19:03:44 Setting valves: 11 to 1
10-Sep-2014 19:03:44 Setting valves: 13 to 1
10-Sep-2014 19:03:45 Setting valves: 12  18 to 0  0
10-Sep-2014 19:03:46 Setting valves: 24 to 0
10-Sep-2014 19:03:46 Setting valves: 31 to 0
10-Sep-2014 19:03:53 Setting valves: 24 to 1
10-Sep-2014 19:03:54 Setting valves: 22 to 0
10-Sep-2014 19:03:54 Setting valves: 23 to 0
10-Sep-2014 19:03:54 Setting valves: 19 to 0
10-Sep-2014 19:05:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:05:40 Setting valves: 12  18 to 1  1
10-Sep-2014 19:05:41 Setting valves: 16 to 0
10-Sep-2014 19:05:41 Setting valves: 13 to 0
10-Sep-2014 19:05:58 Setting valves: 11 to 0
% Making Code # 38 = [0.00  0.71  0.28  0.01]
10-Sep-2014 19:09:04 Setting valves: 11 to 1
10-Sep-2014 19:09:04 Setting valves: 11 to 1
10-Sep-2014 19:09:04 Setting valves: 13 to 1
10-Sep-2014 19:09:05 Setting valves: 12  18 to 0  0
10-Sep-2014 19:09:05 Setting valves: 24 to 0
10-Sep-2014 19:09:06 Setting valves: 31 to 0
10-Sep-2014 19:09:13 Setting valves: 24 to 1
10-Sep-2014 19:09:14 Setting valves: 20 to 0
10-Sep-2014 19:09:14 Setting valves: 19 to 0
10-Sep-2014 19:11:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:11:00 Setting valves: 12  18 to 1  1
10-Sep-2014 19:11:01 Setting valves: 16 to 0
10-Sep-2014 19:11:01 Setting valves: 13 to 0
10-Sep-2014 19:11:18 Setting valves: 11 to 0
% Making Code # 39 = [0.06  0.00  0.00  0.94]
10-Sep-2014 19:14:23 Setting valves: 11 to 1
10-Sep-2014 19:14:24 Setting valves: 11 to 1
10-Sep-2014 19:14:24 Setting valves: 13 to 1
10-Sep-2014 19:14:24 Setting valves: 12  18 to 0  0
10-Sep-2014 19:14:25 Setting valves: 24 to 0
10-Sep-2014 19:14:26 Setting valves: 31 to 0
10-Sep-2014 19:14:33 Setting valves: 24 to 1
10-Sep-2014 19:14:34 Setting valves: 20 to 0
10-Sep-2014 19:14:34 Setting valves: 23 to 0
10-Sep-2014 19:14:34 Setting valves: 19 to 0
10-Sep-2014 19:16:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:16:20 Setting valves: 12  18 to 1  1
10-Sep-2014 19:16:21 Setting valves: 16 to 0
10-Sep-2014 19:16:21 Setting valves: 13 to 0
10-Sep-2014 19:16:38 Setting valves: 11 to 0
% Making Code # 40 = [0.06  0.00  0.06  0.88]
10-Sep-2014 19:19:43 Setting valves: 11 to 1
10-Sep-2014 19:19:44 Setting valves: 11 to 1
10-Sep-2014 19:19:44 Setting valves: 13 to 1
10-Sep-2014 19:19:44 Setting valves: 12  18 to 0  0
10-Sep-2014 19:19:45 Setting valves: 24 to 0
10-Sep-2014 19:19:46 Setting valves: 31 to 0
10-Sep-2014 19:19:53 Setting valves: 24 to 1
10-Sep-2014 19:19:54 Setting valves: 20 to 0
10-Sep-2014 19:19:54 Setting valves: 23 to 0
10-Sep-2014 19:19:54 Setting valves: 19 to 0
10-Sep-2014 19:21:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:21:40 Setting valves: 12  18 to 1  1
10-Sep-2014 19:21:40 Setting valves: 16 to 0
10-Sep-2014 19:21:41 Setting valves: 13 to 0
10-Sep-2014 19:21:58 Setting valves: 11 to 0
% Making Code # 41 = [0.06  0.00  0.15  0.79]
10-Sep-2014 19:25:03 Setting valves: 11 to 1
10-Sep-2014 19:25:04 Setting valves: 11 to 1
10-Sep-2014 19:25:04 Setting valves: 13 to 1
10-Sep-2014 19:25:04 Setting valves: 12  18 to 0  0
10-Sep-2014 19:25:05 Setting valves: 24 to 0
10-Sep-2014 19:25:06 Setting valves: 31 to 0
10-Sep-2014 19:25:13 Setting valves: 24 to 1
10-Sep-2014 19:25:14 Setting valves: 20 to 0
10-Sep-2014 19:25:14 Setting valves: 23 to 0
10-Sep-2014 19:25:14 Setting valves: 19 to 0
10-Sep-2014 19:27:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:27:00 Setting valves: 12  18 to 1  1
10-Sep-2014 19:27:01 Setting valves: 16 to 0
10-Sep-2014 19:27:01 Setting valves: 13 to 0
10-Sep-2014 19:27:18 Setting valves: 11 to 0
% Making Code # 42 = [0.06  0.00  0.28  0.66]
10-Sep-2014 19:30:23 Setting valves: 11 to 1
10-Sep-2014 19:30:24 Setting valves: 11 to 1
10-Sep-2014 19:30:24 Setting valves: 13 to 1
10-Sep-2014 19:30:24 Setting valves: 12  18 to 0  0
10-Sep-2014 19:30:25 Setting valves: 24 to 0
10-Sep-2014 19:30:26 Setting valves: 31 to 0
10-Sep-2014 19:30:33 Setting valves: 24 to 1
10-Sep-2014 19:30:34 Setting valves: 20 to 0
10-Sep-2014 19:30:34 Setting valves: 23 to 0
10-Sep-2014 19:30:34 Setting valves: 19 to 0
10-Sep-2014 19:32:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:32:20 Setting valves: 12  18 to 1  1
10-Sep-2014 19:32:21 Setting valves: 16 to 0
10-Sep-2014 19:32:22 Setting valves: 13 to 0
10-Sep-2014 19:32:38 Setting valves: 11 to 0
% Making Code # 43 = [0.06  0.00  0.47  0.47]
10-Sep-2014 19:35:44 Setting valves: 11 to 1
10-Sep-2014 19:35:44 Setting valves: 11 to 1
10-Sep-2014 19:35:44 Setting valves: 13 to 1
10-Sep-2014 19:35:45 Setting valves: 12  18 to 0  0
10-Sep-2014 19:35:45 Setting valves: 24 to 0
10-Sep-2014 19:35:46 Setting valves: 31 to 0
10-Sep-2014 19:35:53 Setting valves: 24 to 1
10-Sep-2014 19:35:54 Setting valves: 20 to 0
10-Sep-2014 19:35:54 Setting valves: 23 to 0
10-Sep-2014 19:35:54 Setting valves: 19 to 0
10-Sep-2014 19:37:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:37:40 Setting valves: 12  18 to 1  1
10-Sep-2014 19:37:40 Setting valves: 16 to 0
10-Sep-2014 19:37:41 Setting valves: 13 to 0
10-Sep-2014 19:37:58 Setting valves: 11 to 0
% Making Code # 44 = [0.06  0.00  0.76  0.19]
10-Sep-2014 19:41:03 Setting valves: 11 to 1
10-Sep-2014 19:41:04 Setting valves: 11 to 1
10-Sep-2014 19:41:04 Setting valves: 13 to 1
10-Sep-2014 19:41:04 Setting valves: 12  18 to 0  0
10-Sep-2014 19:41:05 Setting valves: 24 to 0
10-Sep-2014 19:41:06 Setting valves: 31 to 0
10-Sep-2014 19:41:13 Setting valves: 24 to 1
10-Sep-2014 19:41:14 Setting valves: 20 to 0
10-Sep-2014 19:41:14 Setting valves: 22 to 0
10-Sep-2014 19:41:14 Setting valves: 19 to 0
10-Sep-2014 19:43:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:43:00 Setting valves: 12  18 to 1  1
10-Sep-2014 19:43:00 Setting valves: 16 to 0
10-Sep-2014 19:43:01 Setting valves: 13 to 0
10-Sep-2014 19:43:18 Setting valves: 11 to 0
% Making Code # 45 = [0.06  0.05  0.00  0.89]
10-Sep-2014 19:46:24 Setting valves: 11 to 1
10-Sep-2014 19:46:24 Setting valves: 11 to 1
10-Sep-2014 19:46:24 Setting valves: 13 to 1
10-Sep-2014 19:46:25 Setting valves: 12  18 to 0  0
10-Sep-2014 19:46:25 Setting valves: 24 to 0
10-Sep-2014 19:46:26 Setting valves: 31 to 0
10-Sep-2014 19:46:33 Setting valves: 24 to 1
10-Sep-2014 19:46:34 Setting valves: 20 to 0
10-Sep-2014 19:46:34 Setting valves: 22 to 0
10-Sep-2014 19:46:34 Setting valves: 23 to 0
10-Sep-2014 19:46:34 Setting valves: 19 to 0
10-Sep-2014 19:48:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:48:20 Setting valves: 12  18 to 1  1
10-Sep-2014 19:48:21 Setting valves: 16 to 0
10-Sep-2014 19:48:21 Setting valves: 13 to 0
10-Sep-2014 19:48:38 Setting valves: 11 to 0
% Making Code # 46 = [0.06  0.05  0.06  0.83]
10-Sep-2014 19:51:43 Setting valves: 11 to 1
10-Sep-2014 19:51:44 Setting valves: 11 to 1
10-Sep-2014 19:51:44 Setting valves: 13 to 1
10-Sep-2014 19:51:44 Setting valves: 12  18 to 0  0
10-Sep-2014 19:51:45 Setting valves: 24 to 0
10-Sep-2014 19:51:46 Setting valves: 31 to 0
10-Sep-2014 19:51:53 Setting valves: 24 to 1
10-Sep-2014 19:51:54 Setting valves: 20 to 0
10-Sep-2014 19:51:54 Setting valves: 22 to 0
10-Sep-2014 19:51:54 Setting valves: 23 to 0
10-Sep-2014 19:51:54 Setting valves: 19 to 0
10-Sep-2014 19:53:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:53:40 Setting valves: 12  18 to 1  1
10-Sep-2014 19:53:40 Setting valves: 16 to 0
10-Sep-2014 19:53:41 Setting valves: 13 to 0
10-Sep-2014 19:53:58 Setting valves: 11 to 0
% Making Code # 47 = [0.06  0.05  0.15  0.74]
10-Sep-2014 19:57:03 Setting valves: 11 to 1
10-Sep-2014 19:57:04 Setting valves: 11 to 1
10-Sep-2014 19:57:04 Setting valves: 13 to 1
10-Sep-2014 19:57:04 Setting valves: 12  18 to 0  0
10-Sep-2014 19:57:05 Setting valves: 24 to 0
10-Sep-2014 19:57:06 Setting valves: 31 to 0
10-Sep-2014 19:57:13 Setting valves: 24 to 1
10-Sep-2014 19:57:14 Setting valves: 20 to 0
10-Sep-2014 19:57:14 Setting valves: 22 to 0
10-Sep-2014 19:57:14 Setting valves: 23 to 0
10-Sep-2014 19:57:14 Setting valves: 19 to 0
10-Sep-2014 19:59:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 19:59:00 Setting valves: 12  18 to 1  1
10-Sep-2014 19:59:01 Setting valves: 16 to 0
10-Sep-2014 19:59:01 Setting valves: 13 to 0
10-Sep-2014 19:59:18 Setting valves: 11 to 0
% Making Code # 48 = [0.06  0.05  0.28  0.61]
10-Sep-2014 20:02:23 Setting valves: 11 to 1
10-Sep-2014 20:02:24 Setting valves: 11 to 1
10-Sep-2014 20:02:24 Setting valves: 13 to 1
10-Sep-2014 20:02:24 Setting valves: 12  18 to 0  0
10-Sep-2014 20:02:25 Setting valves: 24 to 0
10-Sep-2014 20:02:25 Setting valves: 31 to 0
10-Sep-2014 20:02:33 Setting valves: 24 to 1
10-Sep-2014 20:02:34 Setting valves: 20 to 0
10-Sep-2014 20:02:34 Setting valves: 22 to 0
10-Sep-2014 20:02:34 Setting valves: 23 to 0
10-Sep-2014 20:02:34 Setting valves: 19 to 0
10-Sep-2014 20:04:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:04:20 Setting valves: 12  18 to 1  1
10-Sep-2014 20:04:21 Setting valves: 16 to 0
10-Sep-2014 20:04:21 Setting valves: 13 to 0
10-Sep-2014 20:04:38 Setting valves: 11 to 0
% Making Code # 49 = [0.06  0.05  0.47  0.42]
10-Sep-2014 20:07:43 Setting valves: 11 to 1
10-Sep-2014 20:07:44 Setting valves: 11 to 1
10-Sep-2014 20:07:44 Setting valves: 13 to 1
